ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
14648,FIFA World Cup qualification,2012-09-11,Uruguay,1,1,Ecuador,,TRUE
14649,FIFA World Cup qualification,2012-09-11,United States,1,0,Jamaica,,TRUE
14650,FIFA World Cup qualification,2012-09-11,Uzbekistan,2,2,South Korea,,TRUE
14651,African Cup of Nations qualification,2012-09-13,Senegal,0,2,Ivory Coast,,TRUE
14652,Superclasico de las Americas,2012-09-19,Brazil,2,1,Argentina,,TRUE
14653,Friendly,2012-10-11,Brazil,6,0,Iraq,,FALSE
14654,FIFA World Cup qualification,2012-10-12,Antigua and Barbuda,1,2,United States,,TRUE
14655,FIFA World Cup qualification,2012-10-12,Argentina,3,0,Uruguay,,TRUE
14656,FIFA World Cup qualification,2012-10-12,Belarus,0,4,Spain,,TRUE
14657,FIFA World Cup qualification,2012-10-12,Bulgaria,1,1,Denmark,,TRUE
14658,FIFA World Cup qualification,2012-10-12,Canada,3,0,Cuba,,TRUE
14659,FIFA World Cup qualification,2012-10-12,Ecuador,3,1,Chile,,TRUE
14660,FIFA World Cup qualification,2012-10-12,El Salvador,0,1,Costa Rica,,TRUE
14661,FIFA World Cup qualification,2012-10-12,England,5,0,San Marino,,TRUE
14662,Friendly,2012-10-12,France,0,1,Japan,,TRUE
14663,FIFA World Cup qualification,2012-10-12,Guyana,0,5,Mexico,,FALSE
14664,FIFA World Cup qualification,2012-10-12,Republic of Ireland,1,6,Germany,,TRUE
14665,FIFA World Cup qualification,2012-10-12,North Macedonia,1,2,Croatia,,TRUE
14666,FIFA World Cup qualification,2012-10-12,Netherlands,3,0,Andorra,,TRUE
14667,Friendly,2012-10-12,Poland,1,0,South Africa,,TRUE
14668,FIFA World Cup qualification,2012-10-12,Russia,1,0,Portugal,,TRUE
14669,FIFA World Cup qualification,2012-10-12,Serbia,0,3,Belgium,,TRUE
14670,FIFA World Cup qualification,2012-10-12,Switzerland,1,1,Norway,,TRUE
14671,FIFA World Cup qualification,2012-10-12,Wales,2,1,Scotland,,TRUE
14672,Friendly,2012-10-14,Saudi Arabia,3,2,Congo,,TRUE
14673,FIFA World Cup qualification,2012-10-16,Belgium,2,0,Scotland,,TRUE
14674,FIFA World Cup qualification,2012-10-16,Bolivia,4,1,Uruguay,,TRUE
14675,FIFA World Cup qualification,2012-10-16,Chile,1,2,Argentina,,TRUE
14676,Friendly,2012-10-16,Colombia,3,0,Cameroon,,TRUE
14677,FIFA World Cup qualification,2012-10-16,Costa Rica,7,0,Guyana,,TRUE
14678,FIFA World Cup qualification,2012-10-16,Croatia,2,0,Wales,,TRUE
14679,Friendly,2012-10-16,Egypt,0,1,Tunisia,,FALSE
14680,FIFA World Cup qualification,2012-10-16,Germany,4,4,Sweden,,TRUE
14681,FIFA World Cup qualification,2012-10-16,Honduras,8,1,Canada,,TRUE
14682,FIFA World Cup qualification,2012-10-16,Iceland,0,2,Switzerland,,TRUE
14683,FIFA World Cup qualification,2012-10-16,Iran,1,0,South Korea,,TRUE
14684,FIFA World Cup qualification,2012-10-16,Iraq,1,2,Australia,,FALSE
14685,FIFA World Cup qualification,2012-10-16,Italy,3,1,Denmark,,TRUE
14686,Friendly,2012-10-16,Japan,0,4,Brazil,,FALSE
14687,FIFA World Cup qualification,2012-10-16,North Macedonia,1,0,Serbia,,TRUE
14688,FIFA World Cup qualification,2012-10-16,Mexico,2,0,El Salvador,,TRUE
14689,FIFA World Cup qualification,2012-10-16,Portugal,1,1,Northern Ireland,,TRUE
14690,FIFA World Cup qualification,2012-10-16,Qatar,0,1,Uzbekistan,,TRUE
14691,FIFA World Cup qualification,2012-10-16,Romania,1,4,Netherlands,,TRUE
14692,FIFA World Cup qualification,2012-10-16,Spain,1,1,France,,TRUE
14693,FIFA World Cup qualification,2012-10-16,United States,3,1,Guatemala,,TRUE
14694,FIFA World Cup qualification,2012-10-16,Venezuela,0,0,Ecuador,,TRUE
14695,FIFA World Cup qualification,2012-10-17,Poland,1,1,England,,TRUE
14696,Friendly,2012-11-06,Iran,6,1,Tajikistan,,TRUE
14697,Friendly,2012-11-14,Albania,0,0,Cameroon,,FALSE
14698,Friendly,2012-11-14,Bolivia,1,1,Costa Rica,,TRUE
14699,Friendly,2012-11-14,Brazil,1,1,Colombia,,FALSE
14700,Friendly,2012-11-14,Cape Verde,0,1,Ghana,,FALSE
14701,Friendly,2012-11-14,Gabon,2,2,Portugal,,TRUE
14702,FIFA World Cup qualification,2012-11-14,Iran,0,1,Uzbekistan,,TRUE
14703,Friendly,2012-11-14,Italy,1,2,France,,TRUE
14704,Friendly,2012-11-14,South Korea,1,2,Australia,,TRUE
14705,Friendly,2012-11-14,Morocco,0,1,Togo,,TRUE
14706,Friendly,2012-11-14,Netherlands,0,0,Germany,,TRUE
14707,Friendly,2012-11-14,Niger,1,1,Senegal,,TRUE
14708,FIFA World Cup qualification,2012-11-14,Oman,1,2,Japan,,TRUE
14709,Friendly,2012-11-14,Panama,1,5,Spain,,TRUE
14710,Friendly,2012-11-14,Poland,1,3,Uruguay,,TRUE
14711,FIFA World Cup qualification,2012-11-14,Qatar,1,0,Lebanon,,TRUE
14712,Friendly,2012-11-14,Romania,2,1,Belgium,,TRUE
14713,Friendly,2012-11-14,Russia,2,2,United States,,TRUE
14714,Friendly,2012-11-14,Saudi Arabia,0,0,Argentina,,TRUE
14715,Friendly,2012-11-14,Serbia,3,1,Chile,,FALSE
14716,Friendly,2012-11-14,Sweden,4,2,England,,TRUE
14717,Friendly,2012-11-14,Tunisia,1,2,Switzerland,,TRUE
14718,Friendly,2012-11-14,Turkey,1,1,Denmark,,TRUE
14719,Friendly,2012-11-17,Indonesia,0,0,Cameroon,,TRUE
14720,Superclasico de las Americas,2012-11-21,Argentina,2,1,Brazil,Brazil win on penalties,TRUE
14721,EAFF Championship,2012-12-03,Hong Kong,0,1,Australia,,TRUE
14722,EAFF Championship,2012-12-05,North Korea,1,1,Australia,,FALSE
14723,EAFF Championship,2012-12-07,Guam,0,9,Australia,,FALSE
14724,EAFF Championship,2012-12-09,Australia,8,0,Taiwan,,FALSE
14725,WAFF Championship,2012-12-09,Iran,0,0,Saudi Arabia,,FALSE
14726,WAFF Championship,2012-12-12,Iran,0,0,Bahrain,,FALSE
14727,WAFF Championship,2012-12-12,Yemen,0,1,Saudi Arabia,,FALSE
14728,Friendly,2012-12-14,North Macedonia,1,4,Poland,,FALSE
14729,WAFF Championship,2012-12-15,Bahrain,1,0,Saudi Arabia,,FALSE
14730,WAFF Championship,2012-12-15,Iran,2,1,Yemen,,FALSE
14731,Friendly,2012-12-28,Qatar,0,2,Egypt,,TRUE
14732,Friendly,2012-12-30,Iraq,1,2,Tunisia,,TRUE
14733,Gulf Cup,2013-01-05,Qatar,1,3,United Arab Emirates,,FALSE
14734,Gulf Cup,2013-01-06,Saudi Arabia,0,2,Iraq,,FALSE
14735,Friendly,2013-01-07,Tunisia,1,1,Ethiopia,,FALSE
14736,Gulf Cup,2013-01-08,Qatar,2,1,Oman,,FALSE
14737,Friendly,2013-01-08,Zambia,0,0,Morocco,,FALSE
14738,Gulf Cup,2013-01-09,Yemen,0,2,Saudi Arabia,,FALSE
14739,Friendly,2013-01-10,Gabon,1,1,Tunisia,,FALSE
14740,Friendly,2013-01-10,Ghana,3,0,Egypt,,FALSE
14741,Gulf Cup,2013-01-11,Bahrain,1,0,Qatar,,TRUE
14742,Gulf Cup,2013-01-12,Kuwait,1,0,Saudi Arabia,,FALSE
14743,Friendly,2013-01-12,Namibia,1,2,Morocco,,FALSE
14744,Friendly,2013-01-13,Ghana,4,2,Tunisia,,FALSE
14745,UNCAF Cup,2013-01-18,Costa Rica,1,0,Belize,,TRUE
14746,African Cup of Nations,2013-01-19,Angola,0,0,Morocco,,FALSE
14747,UNCAF Cup,2013-01-20,Costa Rica,2,0,Nicaragua,,TRUE
14748,African Cup of Nations,2013-01-20,Ghana,2,2,DR Congo,,FALSE
14749,UNCAF Cup,2013-01-22,Costa Rica,1,1,Guatemala,,TRUE
14750,African Cup of Nations,2013-01-22,Tunisia,1,0,Algeria,,FALSE
14751,African Cup of Nations,2013-01-23,Morocco,1,1,Cape Verde,,FALSE
14752,African Cup of Nations,2013-01-24,Ghana,1,0,Mali,,FALSE
14753,UNCAF Cup,2013-01-25,Costa Rica,1,0,El Salvador,,TRUE
14754,African Cup of Nations,2013-01-26,Ivory Coast,3,0,Tunisia,,FALSE
14755,UNCAF Cup,2013-01-27,Costa Rica,1,0,Honduras,,TRUE
14756,African Cup of Nations,2013-01-27,South Africa,2,2,Morocco,,TRUE
14757,African Cup of Nations,2013-01-28,Niger,0,3,Ghana,,FALSE
14758,Friendly,2013-01-29,United States,0,0,Canada,,TRUE
14759,African Cup of Nations,2013-01-30,Togo,1,1,Tunisia,,FALSE
14760,Friendly,2013-01-31,Qatar,1,0,Lebanon,,TRUE
14761,African Cup of Nations,2013-02-02,Ghana,2,0,Cape Verde,,FALSE
14762,Friendly,2013-02-02,Romania,1,4,Poland,,FALSE
14763,Friendly,2013-02-06,Belgium,2,1,Slovakia,,TRUE
14764,African Cup of Nations,2013-02-06,Burkina Faso,1,1,Ghana,Burkina Faso win on penalties,FALSE
14765,Friendly,2013-02-06,Croatia,4,0,South Korea,,FALSE
14766,Friendly,2013-02-06,Cyprus,1,3,Serbia,,TRUE
14767,Friendly,2013-02-06,England,2,1,Brazil,,TRUE
14768,Friendly,2013-02-06,France,1,2,Germany,,TRUE
14769,Friendly,2013-02-06,Greece,0,0,Switzerland,,TRUE
14770,FIFA World Cup qualification,2013-02-06,Honduras,2,1,United States,,TRUE
14771,AFC Asian Cup qualification,2013-02-06,Iran,5,0,Lebanon,,TRUE
14772,Friendly,2013-02-06,Republic of Ireland,2,0,Poland,,TRUE
14773,Friendly,2013-02-06,Japan,3,0,Latvia,,TRUE
14774,Friendly,2013-02-06,North Macedonia,3,0,Denmark,,TRUE
14775,FIFA World Cup qualification,2013-02-06,Mexico,0,0,Jamaica,,TRUE
14776,Friendly,2013-02-06,Netherlands,1,1,Italy,,TRUE
14777,FIFA World Cup qualification,2013-02-06,Panama,2,2,Costa Rica,,TRUE
14778,Friendly,2013-02-06,Portugal,2,3,Ecuador,,TRUE
14779,AFC Asian Cup qualification,2013-02-06,Qatar,2,0,Malaysia,,TRUE
14780,Friendly,2013-02-06,Romania,3,2,Australia,,FALSE
14781,AFC Asian Cup qualification,2013-02-06,Saudi Arabia,2,1,China PR,,TRUE
14782,Friendly,2013-02-06,Spain,3,1,Uruguay,,FALSE
14783,Friendly,2013-02-06,Sweden,2,3,Argentina,,TRUE
14784,Friendly,2013-02-06,Tanzania,1,0,Cameroon,,TRUE
14785,Friendly,2013-02-06,Wales,2,1,Austria,,TRUE
14786,African Cup of Nations,2013-02-09,Mali,3,1,Ghana,,FALSE
14787,Friendly,2013-03-07,Qatar,3,1,Egypt,,TRUE
14788,Friendly,2013-03-16,Senegal,0,4,Libya,,FALSE
14789,Friendly,2013-03-17,Malaysia,1,4,Saudi Arabia,,TRUE
14790,Friendly,2013-03-17,Qatar,1,0,Thailand,,TRUE
14791,Friendly,2013-03-21,Ecuador,5,0,El Salvador,,TRUE
14792,Friendly,2013-03-21,Italy,2,2,Brazil,,FALSE
14793,FIFA World Cup qualification,2013-03-22,Argentina,3,0,Venezuela,,TRUE
14794,AFC Asian Cup qualification,2013-03-22,Bahrain,1,0,Qatar,,TRUE
14795,FIFA World Cup qualification,2013-03-22,Croatia,2,0,Serbia,,TRUE
14796,FIFA World Cup qualification,2013-03-22,Czech Republic,0,3,Denmark,,TRUE
14797,FIFA World Cup qualification,2013-03-22,France,3,1,Georgia,,TRUE
14798,FIFA World Cup qualification,2013-03-22,Honduras,2,2,Mexico,,TRUE
14799,FIFA World Cup qualification,2013-03-22,Israel,3,3,Portugal,,TRUE
14800,Friendly,2013-03-22,Japan,2,1,Canada,,FALSE
14801,FIFA World Cup qualification,2013-03-22,Kazakhstan,0,3,Germany,,TRUE
14802,FIFA World Cup qualification,2013-03-22,North Macedonia,0,2,Belgium,,TRUE
14803,FIFA World Cup qualification,2013-03-22,Netherlands,3,0,Estonia,,TRUE
14804,FIFA World Cup qualification,2013-03-22,Poland,1,3,Ukraine,,TRUE
14805,FIFA World Cup qualification,2013-03-22,San Marino,0,8,England,,TRUE
14806,FIFA World Cup qualification,2013-03-22,Scotland,1,2,Wales,,TRUE
14807,FIFA World Cup qualification,2013-03-22,Spain,1,1,Finland,,TRUE
14808,FIFA World Cup qualification,2013-03-22,Uruguay,1,1,Paraguay,,TRUE
14809,FIFA World Cup qualification,2013-03-22,United States,1,0,Costa Rica,,TRUE
14810,FIFA World Cup qualification,2013-03-23,Cameroon,2,1,Togo,,TRUE
14811,FIFA World Cup qualification,2013-03-23,Cyprus,0,0,Switzerland,,TRUE
14812,AFC Asian Cup qualification,2013-03-23,Indonesia,1,2,Saudi Arabia,,TRUE
14813,FIFA World Cup qualification,2013-03-23,Senegal,1,1,Angola,,FALSE
14814,FIFA World Cup qualification,2013-03-23,Tunisia,2,1,Sierra Leone,,TRUE
14815,FIFA World Cup qualification,2013-03-24,Ghana,4,0,Sudan,,TRUE
14816,FIFA World Cup qualification,2013-03-24,Tanzania,3,1,Morocco,,TRUE
14817,Friendly,2013-03-25,Canada,0,2,Belarus,,FALSE
14818,Friendly,2013-03-25,Russia,1,1,Brazil,,FALSE
14819,FIFA World Cup qualification,2013-03-26,Australia,2,2,Oman,,TRUE
14820,FIFA World Cup qualification,2013-03-26,Azerbaijan,0,2,Portugal,,TRUE
14821,FIFA World Cup qualification,2013-03-26,Belgium,1,0,North Macedonia,,TRUE
14822,FIFA World Cup qualification,2013-03-26,Bolivia,1,1,Argentina,,TRUE
14823,FIFA World Cup qualification,2013-03-26,Chile,2,0,Uruguay,,TRUE
14824,FIFA World Cup qualification,2013-03-26,Costa Rica,2,0,Jamaica,,TRUE
14825,FIFA World Cup qualification,2013-03-26,Denmark,1,1,Bulgaria,,TRUE
14826,FIFA World Cup qualification,2013-03-26,Ecuador,4,1,Paraguay,,TRUE
14827,FIFA World Cup qualification,2013-03-26,France,0,1,Spain,,TRUE
14828,FIFA World Cup qualification,2013-03-26,Germany,4,1,Kazakhstan,,TRUE
14829,FIFA World Cup qualification,2013-03-26,Jordan,2,1,Japan,,TRUE
14830,FIFA World Cup qualification,2013-03-26,South Korea,2,1,Qatar,,TRUE
14831,AFC Asian Cup qualification,2013-03-26,Kuwait,1,1,Iran,,TRUE
14832,FIFA World Cup qualification,2013-03-26,Mexico,0,0,United States,,TRUE
14833,FIFA World Cup qualification,2013-03-26,Montenegro,1,1,England,,TRUE
14834,FIFA World Cup qualification,2013-03-26,Netherlands,4,0,Romania,,TRUE
14835,FIFA World Cup qualification,2013-03-26,Poland,5,0,San Marino,,TRUE
14836,FIFA World Cup qualification,2013-03-26,Serbia,2,0,Scotland,,TRUE
14837,FIFA World Cup qualification,2013-03-26,Wales,1,2,Croatia,,TRUE
14838,Friendly,2013-04-06,Bolivia,0,4,Brazil,,TRUE
14839,Friendly,2013-04-17,Mexico,0,0,Peru,,FALSE
14840,Friendly,2013-04-17,Qatar,2,0,Palestine,,TRUE
14841,Friendly,2013-04-24,Brazil,2,2,Chile,,TRUE
14842,Friendly,2013-05-22,Oman,3,1,Iran,,TRUE
14843,Friendly,2013-05-24,Qatar,3,1,Latvia,,TRUE
14844,Friendly,2013-05-28,Canada,0,1,Costa Rica,,TRUE
14845,Friendly,2013-05-29,Ecuador,2,4,Germany,,FALSE
14846,Friendly,2013-05-29,England,1,1,Republic of Ireland,,TRUE
14847,Friendly,2013-05-29,Qatar,1,1,Azerbaijan,,TRUE
14848,Friendly,2013-05-29,United States,2,4,Belgium,,TRUE
14849,Kirin Challenge Cup,2013-05-30,Japan,0,2,Bulgaria,,TRUE
14850,Friendly,2013-05-31,Mexico,2,2,Nigeria,,FALSE
14851,Friendly,2013-06-02,Brazil,2,2,England,,TRUE
14852,Friendly,2013-06-02,Ukraine,0,0,Cameroon,,TRUE
14853,Friendly,2013-06-02,United States,4,3,Germany,,TRUE
14854,FIFA World Cup qualification,2013-06-04,Jamaica,0,1,Mexico,,TRUE
14855,FIFA World Cup qualification,2013-06-04,Japan,1,1,Australia,,TRUE
14856,FIFA World Cup qualification,2013-06-04,Lebanon,1,1,South Korea,,TRUE
14857,Friendly,2013-06-04,Poland,2,0,Liechtenstein,,TRUE
14858,FIFA World Cup qualification,2013-06-04,Qatar,0,1,Iran,,TRUE
14859,Friendly,2013-06-05,Denmark,2,1,Georgia,,TRUE
14860,Friendly,2013-06-05,Uruguay,1,0,France,,TRUE
14861,FIFA World Cup qualification,2013-06-07,Argentina,0,0,Colombia,,TRUE
14862,FIFA World Cup qualification,2013-06-07,Belgium,2,1,Serbia,,TRUE
14863,FIFA World Cup qualification,2013-06-07,Costa Rica,1,0,Honduras,,TRUE
14864,FIFA World Cup qualification,2013-06-07,Croatia,0,1,Scotland,,TRUE
14865,Friendly,2013-06-07,Indonesia,0,3,Netherlands,,TRUE
14866,FIFA World Cup qualification,2013-06-07,Jamaica,1,2,United States,,TRUE
14867,FIFA World Cup qualification,2013-06-07,Moldova,1,1,Poland,,TRUE
14868,FIFA World Cup qualification,2013-06-07,Panama,0,0,Mexico,,TRUE
14869,FIFA World Cup qualification,2013-06-07,Peru,1,0,Ecuador,,TRUE
14870,FIFA World Cup qualification,2013-06-07,Portugal,1,0,Russia,,TRUE
14871,FIFA World Cup qualification,2013-06-07,Sudan,1,3,Ghana,,TRUE
14872,FIFA World Cup qualification,2013-06-08,Angola,1,1,Senegal,,TRUE
14873,Friendly,2013-06-08,Haiti,1,2,Spain,,FALSE
14874,FIFA World Cup qualification,2013-06-08,Morocco,2,1,Tanzania,,TRUE
14875,FIFA World Cup qualification,2013-06-08,Sierra Leone,2,2,Tunisia,,TRUE
14876,FIFA World Cup qualification,2013-06-08,Switzerland,1,0,Cyprus,,TRUE
14877,Friendly,2013-06-09,Brazil,3,0,France,,TRUE
14878,FIFA World Cup qualification,2013-06-09,Togo,0,3,Cameroon,,TRUE
14879,Friendly,2013-06-10,Croatia,0,1,Portugal,,FALSE
14880,FIFA World Cup qualification,2013-06-11,Australia,4,0,Jordan,,TRUE
14881,Friendly,2013-06-11,China PR,0,2,Netherlands,,TRUE
14882,FIFA World Cup qualification,2013-06-11,Denmark,0,4,Armenia,,TRUE
14883,FIFA World Cup qualification,2013-06-11,Ecuador,1,1,Argentina,,TRUE
14884,FIFA World Cup qualification,2013-06-11,Iran,4,0,Lebanon,,TRUE
14885,FIFA World Cup qualification,2013-06-11,Iraq,0,1,Japan,,FALSE
14886,FIFA World Cup qualification,2013-06-11,South Korea,1,0,Uzbekistan,,TRUE
14887,FIFA World Cup qualification,2013-06-11,Mexico,0,0,Costa Rica,,TRUE
14888,Friendly,2013-06-11,Qatar,0,0,North Korea,,TRUE
14889,Friendly,2013-06-11,Spain,2,0,Republic of Ireland,,FALSE
14890,FIFA World Cup qualification,2013-06-11,United States,2,0,Panama,,TRUE
14891,FIFA World Cup qualification,2013-06-11,Venezuela,0,1,Uruguay,,TRUE
14892,Friendly,2013-06-12,Ghana,2,1,Ivory Coast,,TRUE
14893,Friendly,2013-06-14,Ghana,1,1,Ivory Coast,,TRUE
14894,Friendly,2013-06-14,Guatemala,0,4,Argentina,,TRUE
14895,Confederations Cup,2013-06-15,Brazil,3,0,Japan,,TRUE
14896,FIFA World Cup qualification,2013-06-15,Morocco,2,0,Gambia,,TRUE
14897,FIFA World Cup qualification,2013-06-16,DR Congo,0,0,Cameroon,,TRUE
14898,FIFA World Cup qualification,2013-06-16,Equatorial Guinea,1,1,Tunisia,,TRUE
14899,FIFA World Cup qualification,2013-06-16,Lesotho,0,2,Ghana,,TRUE
14900,FIFA World Cup qualification,2013-06-16,Liberia,0,2,Senegal,,TRUE
14901,Confederations Cup,2013-06-16,Mexico,1,2,Italy,,FALSE
14902,Confederations Cup,2013-06-16,Spain,2,1,Uruguay,,FALSE
14903,FIFA World Cup qualification,2013-06-18,Australia,1,0,Iraq,,TRUE
14904,FIFA World Cup qualification,2013-06-18,Costa Rica,2,0,Panama,,TRUE
14905,FIFA World Cup qualification,2013-06-18,South Korea,0,1,Iran,,TRUE
14906,FIFA World Cup qualification,2013-06-18,United States,1,0,Honduras,,TRUE
14907,FIFA World Cup qualification,2013-06-18,Uzbekistan,5,1,Qatar,,TRUE
14908,Confederations Cup,2013-06-19,Brazil,2,0,Mexico,,TRUE
14909,Confederations Cup,2013-06-19,Italy,4,3,Japan,,FALSE
14910,Confederations Cup,2013-06-20,Nigeria,1,2,Uruguay,,FALSE
14911,Confederations Cup,2013-06-20,Spain,10,0,Tahiti,,FALSE
14912,Confederations Cup,2013-06-22,Brazil,4,2,Italy,,TRUE
14913,Confederations Cup,2013-06-22,Japan,1,2,Mexico,,FALSE
14914,Confederations Cup,2013-06-23,Nigeria,0,3,Spain,,FALSE
14915,Confederations Cup,2013-06-23,Uruguay,8,0,Tahiti,,FALSE
14916,Confederations Cup,2013-06-26,Brazil,2,1,Uruguay,,TRUE
14917,Confederations Cup,2013-06-27,Spain,0,0,Italy,Spain win on penalties,FALSE
14918,Confederations Cup,2013-06-30,Brazil,3,0,Spain,,TRUE
14919,Confederations Cup,2013-06-30,Uruguay,2,2,Italy,Italy win on penalties,FALSE
14920,Gold Cup,2013-07-07,Canada,0,1,Martinique,,FALSE
14921,Gold Cup,2013-07-07,Mexico,1,2,Panama,,FALSE
14922,Gold Cup,2013-07-09,Costa Rica,3,0,Cuba,,FALSE
14923,Gold Cup,2013-07-09,United States,6,1,Belize,,TRUE
14924,Gold Cup,2013-07-11,Mexico,2,0,Canada,,FALSE
14925,Gold Cup,2013-07-13,Costa Rica,1,0,Belize,,FALSE
14926,African Nations Championship,2013-07-13,Morocco,0,0,Tunisia,,TRUE
14927,Gold Cup,2013-07-13,United States,4,1,Cuba,,TRUE
14928,Gold Cup,2013-07-14,Martinique,1,3,Mexico,,FALSE
14929,Gold Cup,2013-07-14,Panama,0,0,Canada,,FALSE
14930,Gold Cup,2013-07-16,United States,1,0,Costa Rica,,TRUE
14931,EAFF Championship,2013-07-20,South Korea,0,0,Australia,,TRUE
14932,African Nations Championship,2013-07-20,Mauritania,2,0,Senegal,,TRUE
14933,Gold Cup,2013-07-20,Mexico,1,0,Trinidad and Tobago,,FALSE
14934,Gold Cup,2013-07-21,Honduras,1,0,Costa Rica,,FALSE
14935,EAFF Championship,2013-07-21,Japan,3,3,China PR,,FALSE
14936,Gold Cup,2013-07-21,United States,5,1,El Salvador,,TRUE
14937,EAFF Championship,2013-07-24,South Korea,0,0,China PR,,TRUE
14938,Gold Cup,2013-07-24,Panama,2,1,Mexico,,FALSE
14939,Gold Cup,2013-07-24,United States,3,1,Honduras,,TRUE
14940,EAFF Championship,2013-07-25,Japan,3,2,Australia,,FALSE
14941,EAFF Championship,2013-07-28,Australia,3,4,China PR,,FALSE
14942,African Nations Championship,2013-07-28,Cameroon,1,0,Gabon,,TRUE
14943,EAFF Championship,2013-07-28,South Korea,1,2,Japan,,TRUE
14944,Gold Cup,2013-07-28,United States,1,0,Panama,,TRUE
14945,African Nations Championship,2013-08-09,Gabon,1,0,Cameroon,,TRUE
14946,Friendly,2013-08-14,Belgium,0,0,France,,TRUE
14947,Friendly,2013-08-14,Bosnia and Herzegovina,3,4,United States,,TRUE
14948,Friendly,2013-08-14,Colombia,1,0,Serbia,,FALSE
14949,Friendly,2013-08-14,Dominican Republic,0,4,Costa Rica,,TRUE
14950,Friendly,2013-08-14,Ecuador,0,2,Spain,,TRUE
14951,Friendly,2013-08-14,England,3,2,Scotland,,TRUE
14952,Friendly,2013-08-14,Germany,3,3,Paraguay,,TRUE
14953,Friendly,2013-08-14,Italy,1,2,Argentina,,TRUE
14954,Friendly,2013-08-14,Japan,2,4,Uruguay,,TRUE
14955,Friendly,2013-08-14,South Korea,0,0,Peru,,TRUE
14956,Friendly,2013-08-14,Liechtenstein,2,3,Croatia,,TRUE
14957,Friendly,2013-08-14,Mexico,4,1,Ivory Coast,,FALSE
14958,Friendly,2013-08-14,Morocco,1,2,Burkina Faso,,TRUE
14959,Friendly,2013-08-14,Poland,3,2,Denmark,,TRUE
14960,Friendly,2013-08-14,Portugal,1,1,Netherlands,,TRUE
14961,Friendly,2013-08-14,Switzerland,1,0,Brazil,,TRUE
14962,Friendly,2013-08-14,Tunisia,3,0,Congo,,TRUE
14963,Friendly,2013-08-14,Turkey,2,2,Ghana,,TRUE
14964,Friendly,2013-08-14,Wales,0,0,Republic of Ireland,,TRUE
14965,Friendly,2013-08-14,Zambia,1,1,Senegal,,FALSE
14966,African Nations Championship,2013-08-26,Cameroon,0,1,DR Congo,,TRUE
14967,African Nations Championship,2013-08-30,DR Congo,1,1,Cameroon,,TRUE
14968,Friendly,2013-08-30,Libya,1,0,Ghana,,FALSE
14969,Friendly,2013-09-05,Qatar,3,0,Mauritius,,TRUE
14970,OSN Cup,2013-09-05,Saudi Arabia,0,1,New Zealand,,TRUE
14971,FIFA World Cup qualification,2013-09-06,Colombia,1,0,Ecuador,,TRUE
14972,FIFA World Cup qualification,2013-09-06,Costa Rica,3,1,United States,,TRUE
14973,FIFA World Cup qualification,2013-09-06,England,4,0,Moldova,,TRUE
14974,FIFA World Cup qualification,2013-09-06,Estonia,2,2,Netherlands,,TRUE
14975,FIFA World Cup qualification,2013-09-06,Finland,0,2,Spain,,TRUE
14976,FIFA World Cup qualification,2013-09-06,Georgia,0,0,France,,TRUE
14977,FIFA World Cup qualification,2013-09-06,Germany,3,0,Austria,,TRUE
14978,FIFA World Cup qualification,2013-09-06,Ghana,2,1,Zambia,,TRUE
14979,Friendly,2013-09-06,Japan,3,0,Guatemala,,TRUE
14980,Friendly,2013-09-06,South Korea,4,1,Haiti,,TRUE
14981,FIFA World Cup qualification,2013-09-06,North Macedonia,2,1,Wales,,TRUE
14982,FIFA World Cup qualification,2013-09-06,Malta,1,2,Denmark,,TRUE
14983,FIFA World Cup qualification,2013-09-06,Mexico,1,2,Honduras,,TRUE
14984,FIFA World Cup qualification,2013-09-06,Northern Ireland,2,4,Portugal,,TRUE
14985,FIFA World Cup qualification,2013-09-06,Peru,1,2,Uruguay,,TRUE
14986,FIFA World Cup qualification,2013-09-06,Poland,1,1,Montenegro,,TRUE
14987,FIFA World Cup qualification,2013-09-06,Scotland,0,2,Belgium,,TRUE
